_id,title,address,description,link_url,indoor_outdoor,tags,longitude,latitude
1017,Yellow Creek,In Beaumont Park (9 Beaumont Road),"**Note: The trail can be accessed only from unpaved trails from Roxborough Drive or from David A. Balfour Park. Yellow Creek is in a ravine north of the Bloor Viaduct on the west side of the valley that drains into the Don River. There was a ford across the Don River at this point, and this was likely to have been used by First Nations people over the millennia. At the mouth of the ravine, there was a natural hill-like formation called the Sugar Loaf that marked the northernmost point that boats could travel up the Don River. The Sugar Loaf was demolished to make room for the construction of the Bloor Street Viaduct.  Following Yellow Creek Northward leads one to the contemporary communities of Rosedale and Deer Park. The Mississaugas named this area of Mashquoteh, meaning 'meadow', which referred to the presence of a large savanna environment that once existed here. The savanna would have had scattered stands of trees (predominantly old growth red pine trees) punctuated by large areas of shrubs and grassland. Although it looked natural, this pine savanna was in fact managed by First Nations people through periodic controlled burns to encourage animals and plants that were significant sources of food and medicine.The existence of controlled burns is encoded in one of the Anishinaabemowin names for the Don River, which was recorded in an anglicized rendering as 'Wonscontonach'. This name roughly translates to a place swept by fire. ",,Outdoors,"creek,trails,trail,grassland,meadow,valley,savanna,ravine,rosedale,park",-79.374482,43.679363
1018,Craigleigh Gardens,160 South Drive,"*Note: Milkmen's Lane has steep gravel inclines. Craigleigh Gardens was once the home of Sir Edmund Boyd Osler. Osler was a wealthy businessman involved in many different organizations. He was a founder of the Royal Ontario Museum, trustee at the Hospital For Sick Children, and worked alongside Henry Pellatt (of Casa Loma) and the Canadian Pacific Railway. Osler lived in his home, Craigleigh, for 40 years until his death in 1924. His children demolished the home and donated the eight-acre estate to the City. These ornamental gates were built in 1903 and are all that remain of the home. Craigleigh Gardens is still a beautiful manicured park, featuring an off-leash dog area, with plenty of benches, picnic tables and lush trees. Milkmen's Lane trail is located next to the park, and appears on historic maps dating back as far as 1890. It was originally intended for commercial vehicles (presumably milk trucks) and now acts as a hiking trail that connects to the Beltline Trail.",https://www.toronto.ca/data/parks/prd/facilities/complex/370/index.html,Outdoors,"craigleigh,gardens,milkmen,park,trail,lane,ontario,leash,gates,hiking",-79.37367592,43.677287
1019,Former Home of Dr. John James Rickard Macleod,45 Nanton Avenue,"*Note: Private property. Please observe the house from the sidewalk only. This house was once the home of Dr. John James Rickard Macleod, who was a physiologist and bio-chemist born in Scotland in 1876. He was already well known in his field for his research in carbohydrate metabolism and physiology when he, Sir Frederick G. Banting, Charles H. Best and James B. Collop discovered insulin. This discovery won them the Nobel Prize for Physiology or Medicine in 1923. Dr. Macleod had been recruited to the University of Toronto from the United States. It was there that he directed the research that led to the discovery and clinical use of insulin as an effective treatment for diabetes mellitus.",,Unknown,"insulin,diabetes,macleod,nobel,metabolism,discovered,physiologist,carbohydrate,chemist,physiology",-79.372023,43.67628
1020,The Studio Building & Lawren Harris Park,"25 Severn Street (Studio Building), 145 Rosedale Valley Road (Lawren Harris Park)","*Note: The Studio Building is private property. Please observe the building from the sidewalk only. The Studio Building is a national historic site and was commissioned by distinguished Canadian artist and founding member of the Group of Seven, Lawren Harris. The Group of Seven were a group of landscape artists and are the forerunners of a national Canadian artistic identity. Their focus on the Canadian landscape and their style drew both national and international attention. The Studio Building, designed by noted architect Eden Smith, is the earliest purpose-built artist studio in Canada and represents the vision of a young generation of Canadian artists. In addition to being linked to the Group of Seven, it was also used by artists Tom Thomson and Harold Town. The Studio Building has been an important studio for many notable Canadian artists since 1913, and continues to be used as an artist studio to this day.",https://www.toronto.ca/data/parks/prd/facilities/complex/2571/index.html,Outdoors,"studio,artists,building,artist,architect,founding,artistic,built,canadian,seven",-79.38611,43.67329
1021,The Billes Brothers,847 Yonge Street,"In 1922, Toronto-born brothers John and Alfred Billes purchased a car shop called Hamilton Tire and Garage. Their business was incredibly successful and they incorporated their business in 1927, renamed the company Canadian Tire, and began opening franchises in Hamilton and in Toronto. The company boomed during the Great Depression, as it allowed people to self-service their own vehicles. In 1936, they were ready to expand their business further and open in a larger and grander location, so they purchased this building and opened this location. This store is just down the street from where the Billes brothers opened their first car repair shop behind their home at Hazelton and Webster Avenues.",,Outdoors,"tire,hamilton,shop,brothers,toronto,garage,incorporated,company,business,1927",-79.38793761,43.67333214
1022,Toronto Reference Library,789 Yonge Street,"The Toronto Reference Library opened in 1977 and is the largest public library in Canada. The building was designed by Canadian architect Raymond Moriyama who also designed the Ontario Science Centre, Bata Shoe Museum and Scarborough Civic Centre. Today, the library houses several notable collections including the Baldwin Collection of Canadiana (rare Canadian history materials) and the Arthur Conan Doyle Collection (extensive materials devoted to the creator of Sherlock Holmes). There are several filming productions that have taken place at the Reference Library, including The Weeknd's music video for 'Secret' and 2010 film 'RED' starring Bruce Willis, Helen Mirren and Morgan Freeman.",https://www.torontopubliclibrary.ca/torontoreferencelibrary/,Indoors,"library,museum,toronto,sherlock,canadiana,ontario,holmes,arthur,doyle,scarborough",-79.387171,43.6713
1023,The Toronto Purchase,160 Bloor Street East,"In 1787, Crown representative Sir John Johnston met with representatives of the Mississaugas of the Credit at the Bay of Quinte in the hopes of gaining legal control of the land along Lake Ontario from Kingston to Niagara. At the meeting Johnston gifted the Mississaugas gunpowder, kettles, rum, lace hats, mirrors, and flannel. He later claimed that the gifts were payment for the requested land, a transaction that became known as the Toronto Purchase. Years later, the legitimacy of this claim came under scrutiny when the deed documenting the Toronto Purchase was discovered to be blank. The signatures of the Chiefs had been glued to the deed and the document lacked any description of the land that was supposedly sold to the Crown.  With the legality of the transaction called into question, the Crown negotiated a new agreement with the Mississaugas of the Credit in 1805. The Crown claimed that the Mississaugas willingly sold 250,830 acres of land to the Crown for 10 shillings. The land included in the purchase was bordered by Etobicoke Creek to the west, Ashbridge's Bay to the east, and 28 miles north of Lake Ontario to the north.  In 1986, the Mississaugas of the Credit challenged the fairness of the Toronto Purchase and submitted a Toronto Purchase specific claim with the Government of Canada. The Mississauga asserted that 10 shillings was an unfair purchase price for the land, that the Crown hadn't acted in good faith, and that the Crown had taken control of land beyond what was outlined in the agreement. In 2010, Government of Canada settled the case. The Mississaugas were awarded $145 million in compensation for the Toronto Purchase. ",http://mncfn.ca/about-mncfn/treaty-lands-and-territory/,Unknown,"ontario,mississauga,mississaugas,niagara,deed,toronto,crown,land,quinte,signatures",-79.38302723,43.67121432
1024,Kay Gardner Beltline Trail,From Yonge Street to Mt. Pleasant Road,"Named after former Councillor, Kay Gardner, who was instrumental in its development, the Beltline Trail is built along part of the former Belt Line Railway, which was a commuter route to downtown Toronto originally constructed in the 1890s. Even after the Belt Line Railway went bankrupt, the rails were still used to service commercial businesses along Merton Avenue for decades after, and were also used to deliver Yonge Street subway cars in 1954. The land the trail is now situated on was then acquired by the City of Toronto in 1972 and eventually turned into the multi-use trail it is today.",,Outdoors,"beltline,railway,trail,belt,downtown,subway,toronto,route,street,avenue",-79.395699,43.695735
1025,Mount Pleasant Cemetery,375 Mt. Pleasant Road,"Originally opened in 1876, Mount Pleasant Cemetery is one of the most historic cemeteries in Canada. Among the numerous prominent individuals buried here include Canada's longest serving Prime Minister William Lyon Mackenzie King, Canada's first female surgeon Jennie Smillie-Robinson, popular M̩tis artist Youngfox, and renowned pianist Glenn Gould. The cemetery maintains a vast tree collection, making it among the most significant arboretums in North America. It also contains the heritage designated Mount Plesant Mausoleum, which dates back to 1920 and has prominent Georgian architectural features.",https://www.mountpleasantgroup.com/en-CA/Locations/Cemeteries/Mount-Pleasant.aspx,Unknown,"cemetery,cemeteries,buried,mausoleum,arboretums,mackenzie,renowned,surgeon,minister,canada",-79.38492605,43.69539785
1026,Dominion Coal and Wood Mural,Mt. Pleasant Road and Kay Gardner Beltline Trail (southwest corner),"This mural on the base of the Mt. Pleasant Road overpass, along the Kay Gardner Beltline Trail, was painted by local students from nearby Greenwood School in 2014. The mural commemorates the history of the former Dominion Coal and Wood facility, which was located on Mt. Pleasant Road from the late 1920s until it was demolished in 2001. A plaque up the stairs on Mt. Pleasant Road provides information on the history of the company.",,Outdoors,"mural,greenwood,mt,dominion,pleasant,overpass,1920s,gardner,road,trail",-79.38638182,43.69761152
1027,Mission Ground Parkette,399 Merton Street,"This small parkette was once the site of the Merton Street Gospel Mission, which operated from 1890 to 1970. The Mission was founded by Dr. Emma L. Skinner Gordon, one of Canada's first female doctors and instrumental in the founding of Women's College Hospital. A historical plaque in the park commemorates the mission.",https://www.toronto.ca/data/parks/prd/facilities/complex/391/index.html,Outdoors,"merton,parkette,gospel,mission,hospital,founding,founded,street,park,doctors",-79.38450528,43.69831896
1028,Oak Tree,366 Balliol Street (in front of the house),"This oak tree on Balliol Street is two centuries old and so large the sidewalk has to bend to get around it! It was almost removed in 2015 but members of the community rallied to save it, stating that it was an irreplaceable community landmark.",,Outdoors,"oak,tree,sidewalk,balliol,street,old,landmark,rallied,irreplaceable,bend",-79.38569045,43.69970726
1029,Regent Theatre,551 Mt. Pleasant Road,"Originally known as the Belsize, this heritage designated theatre opened in 1927. It was designed by Murray Brown, who moved from Scotland to Toronto in 1914. The original building had an opulent facade, a lobby with decorative arches, and a classical auditorium with plaster trim and Venetian-style box seats. It became a stage theatre in 1953, but then reverted to a movie theatre in 1971. It underwent extensive renovations in 1988 and reopened as the Regent Theatre. The Regent is currently closed for renovations. ",,Indoors,"regent,belsize,theatre,renovations,auditorium,toronto,seats,building,facade,heritage",-79.38757371,43.70301516
1030,Hydro House on Millwood Road,640 Millwood Road,"*Note: Private property. Please observe the house from the street only. This building, which at first glance appears to be a residential home, is actually hiding a hydro substation that is designed to convert raw high voltage electricity to voltage that's low enough to distribute. Built in the 1940s and designed in Cape Cod style to blend in with other residential buildings in the neighbourhood, this substation is one of 90 still scattered throughout Toronto. These homes are intended to make such buildings more acceptable to their residential neighbours, who otherwise may not be agreeable to having a substation so close.",,Outdoors,"substation,toronto,residential,homes,buildings,neighbourhood,electricity,building,house,neighbours",-79.37575933,43.70428802
1031,1588 to 1594 Bayview Avenue,,"These heritage designated two-storey commercial buildings date to the late 1930s. They are considered to be representative examples of Main Street Rows identified by the two-storey size, the glazed commercial storefronts, and residential units on the upper floor. They also contain modest classical detailing with multiple brick band courses, which were typical of similar buildings dating back to the interwar era in this neighbourhood. Several other nearby buildings (also on the west side of Bayview Avenue) are considered heritage designated and represent the same style of building, including 1536-1542, 1566-1574, 1618, 1642, 1644, 1646, and 1650-1652.",,Outdoors,"buildings,heritage,residential,storefronts,avenue,building,storey,street,neighbourhood,bayview",-79.3753826,43.70588869
1032,Sherwood Park,190 Sherwood Avenue,"Located in a valley, Sherwood Park is a picturesque wooded park that has two wading pools, great trails, public bathrooms, picnic tables, and a large playground. This park also offers a fenced, off-leash dog area.",https://www.toronto.ca/data/parks/prd/facilities/complex/149/index.html,Outdoors,"sherwood,park,wooded,valley,playground,leash,trails,area,pools,wading",-79.38995564,43.71558888
1033,129 Blythwood Road,,"*Please note: Private property. Please observe house from the sidewalk only. This private residence was formerly the home of Verna Patronella Johnston, an Ojibway author, mother, grandmother, and teacher. She lived in this home from 1966 to 1972. Johnston hosted many young Indigenous students in her home during this time to provide them a safe and welcoming home while they acquainted themselves to life away from home, in Toronto. The imposition of the Indian Act onto Indigenous communities by the federal government in the late 1800s disrupted Indigenous governance systems that were already in place that were well-suited to maintaining community cohesion and prosperity. This imposition of colonial control caused widespread economic depressions that Indigenous communities are still working to overcome today. This is but one of several factors that pushed many Indigenous community members across the country to seek economic opportunities in urban settings like Toronto. However, overt discrimination and systematic forms of oppression rendered many Indigenous people moving to cities vulnerable to poverty and risk. Indigenous people within cities were often disconnected from those they would call kin, and without these critical cultural, economic, and emotional support networks, it would be easier to lose one's identity and direction, or to slip into poverty. Verna Patronella's community-building work helped many Indigenous youth to be successful in the city. Verna's tireless efforts to build supports for Indigenous youth in Toronto and in her reserve community of Cape Croker earned her the title of 'Indian Woman of the Year', by the Native Women's Association in 1976. ",,Indoors,"indigenous,colonial,native,indian,communities,residence,toronto,1800s,poverty,oppression",-79.3965516,43.71726477
1034,Robert Sprachman Art Installation,Kay Gardiner Beltline Trail & Yonge Street," 'The Iron Horse' features 12 life size silhouettes of horses which draw attention to the nineteenth century defunct railroad bridge on which they stand. When steam locomotive first appeared, it was commonly referred to as 'The Iron Horse'. Just as horses were replaced by trains, the rail bridge is no longer used for its original intent. The silhouetted horses and the bridge, an artifact from our industrial heritage, are surrounded by more modern forms of transportation with Yonge Street below and the subway to the west. Originally installed in 1994, the new sculpture is made of 90% recycled fibreglass materials. A solar-powered LED lighting system will soon illuminate the horses and the pedestrian pathway and make the silhouettes more visible at night.",https://www.artworxto.ca/artwork/unknown-artwork-street-851,Outdoors,"horse,locomotive,horses,trains,iron,railroad,sculpture,rail,lighting,fibreglass",-79.39617188,43.6956839
1035,Neshama Playground & Oriole Park,201 Oriole Parkway,"The newly revitalized 2.9 hectare park features play areas for children and preschoolers. There is also a clubhouse, baseball diamond, two tennis courts, sand pit and open space play areas. There are new washroom facilities and street parking is available around the park. The new Neshama Playground is Canada's first accessible playground and is part of a public-private partnership with the City of Toronto and a number of agencies servicing the disabled community. The playground promotes a zero rejection policy, where no child is excluded for reasons of a disability. It features a water park, sensory musical features, Braille panels, an enclosed merry-go-round and accessible swings",https://www.toronto.ca/data/parks/prd/facilities/complex/245/index.html,Outdoors,"playground,park,neshama,parking,preschoolers,toronto,swings,clubhouse,accessible,disability",-79.39939181,43.69739581
1036,William McBrien Building  (TTC Headquarters) & Canada's First Subway,1900 Yonge Street,"*Note: Private property. Please observe the building from the sidewalk only. This building was designed by Charles Dolphin for the Toronto Transit Commission's (TTC) headquarters. It is named after former TTC Chairman William C. McBrien, who passed away in 1954 shortly after the opening of the Yonge subway. The Yonge subway was intended to help ease the massive traffic problems that had developed along the street by the time of the Second World War. It became obvious that any solution to the congestion on Yonge Street had to separate public transportation from other forms of traffic. Construction on Canada's first subway began on September 8, 1949 and utilized the 'cut and cover' method which involved digging deep trenches and then covering them with planks. The 7.4 km long, 12 station subway officially opened with a ceremony at Davisville station on March 30, 1954, and 206,000 passengers tried out the new line that day.",,Outdoors,"subway,yonge,toronto,station,construction,building,transit,transportation,headquarters,ttc",-79.39667455,43.69811353
1037,Eglinton Park and North Toronto Memorial Community Centre,200 Eglinton Avenue West,"This 9 hectare park on Eglinton Avenue West just west of Yonge Street offers several features, including North Toronto Memorial Community Centre which is a multi-use complex. It offers programming for children, youth, adults and seniors. The Community Centre includes a family/universal change room as well as a number of wheelchair accessible features, including a chair-lift into the pool and mobile water chairs. The park is being considered to be renamed after Tom Longboat-Cogwagee. Tom Longboat was born at the First Nations in Grand River and was a member of the Onondaga Nation. He rose to international fame as a long-distance runner. Given that the area near the park was the former southern settlement of the people of the Huron-Wendat nation since the 1400s, renaming the park would not only honour the former Canadian athlete, but would also honour the Indigenous peoples of Toronto.",https://www.toronto.ca/data/parks/prd/facilities/complex/117/index.html,Outdoors,"eglinton,toronto,onondaga,longboat,huron,park,memorial,cogwagee,indigenous,canadian",-79.40490984,43.70611043
1038,"Jim Bravo, Lula Lunaj, Field House Mural","In Eglinton Park, just west of Tommy Flynn Playground","The murals by lead artist Jim Thierry Bravo with students from Marshall McLuhan Catholic Secondary School revitalized the field house in Eglinton Park, a familiar historical landmark that had fallen into a state of disrepair due to weathering, structural damage, and recurring vandalism.",https://www.artworxto.ca/artwork/unknown-artwork-street-157,Outdoors,"murals,disrepair,eglinton,landmark,artist,field,park,revitalized,house,vandalism",-79.40545212,43.70819069
1039,Ian Fleming and St. James Bond United Church,1055 Avenue Road,"*Note: Private property. Please observe the building from the sidewalk only. Across the street is an old church which has been converted into apartments. This used to be St. James Bond United Church. The church was formed when two churches - St James Square Presbyterian Church and Bond Street Congregational Church - merged and joined the United Church of Canada. It is believed that this church is where author Ian Fleming got the name for his famous spy, James Bond. In 1942, Ian Fleming was training in Whitby at spy camp Camp X, and was living with a friend on Avenue Road, just across the street from the church. Ian Fleming went on to write his first James Bond novel, 'Casino Royale', in 1952.",,Outdoors,"bond,fleming,royale,street,casino,avenue,churches,spy,church,apartments",-79.409597,43.705933
1040,Marshal McLuhan Catholic Secondary School,1107 Avenue Road,"This school is named after Marshall McLuhan who is a celebrated Canadian educator, philosopher, English literature professor, communication theorist and devout Roman Catholic. McLuhan was born in Edmonton, Alberta in 1911, and moved to Toronto to teach at the University of Toronto in 1946. McLuhan is responsible for coining the term global village and may have seemed to predict the World Wide Web decades before it was invented. The school which is named after him was founded in 1998 in order to replace De La Salle College Oaklands, which had reverted back to being a private school in the early 90s. The school property was originally built for the Toronto Hunt Club and was later used as the Canadian Forces Staff School until 1994",,Unknown,"toronto,mcluhan,salle,village,alberta,educator,college,canadian,school,founded",-79.40983048,43.70709927
1041,Eglinton Hunt Club and the RCAF Institute of Aviation Medicine,1111 Avenue Road,"*Note: Private property. Please observe the building from the sidewalk only. Once surrounded by open fields, in 1919 this was home to the Eglinton Hunt Club (an extension of the Toronto Hunt Club). By 1929, the club included stables, arenas and an impressive club house. In 1939, the Royal Canadian Air Force purchased the property. At that time, Sir Dr. Frederick G. Banting (co-discoverer of insulin) conducted secret research on the physiological effects of combat flying with the help of Dr. Wilbur Franks. As part of their research, Franks secretly created the first anti-gravity flying suit and the first human centrifuge (anti-gravity training machine) in the allied countries. Ironically, Banting was killed in a plane crash on his way to England to test Franks' flying suit in 1942. Royal Canadian Air Force auxiliary squadrons were later based in this facility in the 1950s and 60s, in order to defend Toronto during the Cold War. The institute closed in 1994.",,Indoors,"insulin,flying,1919,gravity,1929,centrifuge,squadrons,facility,1939,1950s",-79.41009746,43.70806185
1042,Montgomery's Tavern & Postal Station K,2388 Yonge Street,"*Note: Private property. Please observe this building from the sidewalk only. This National Historic Site was the location of Montgomery's Tavern, the site from which William Lyon Mackenzie organized the 1837 Upper Canada Rebellion. From the tavern, Mackenzie and a group of 400 rebels were set upon by a force of nearly 1500 militia and volunteers. The rebels were quickly defeated, and the tavern burned down as a result. While this rebellion failed, it was instrumental in the establishment of responsible government in Canada over a decade later. In 1936, nearly 100 years after the rebellion, Postal Station K was built on the site. This post office bears the rare insignia of King Edward VII. The Art Deco building has now been developed into a condominium overlooking Montgomery Square, which features a public art piece by Adad Hannah. The piece is dedicated to the tavern and the rebellion and consists of two stainless steel gates that represent the edges of Montgomery's Tavern and the granite blocks represent the rebels and loyalists.",,Indoors,"tavern,rebellion,postal,building,montgomery,loyalists,establishment,deco,station,represent",-79.399137,43.709432
1043,Capitol Theatre,2492 Yonge Street,"This over a century old theatre opened in 1918, showing vaudeville shows and silent films. Originally called the York Eglinton Theatre, it was considered large for the time. At 1300 seats it catered to mainly locals and others who rode the Yonge Streetcar past the theatre. Renovations were done in 1946-47, but no candy bar was ever added in order to avoid competing with the chocolate shop that was next door. The Capitol closed in 1998, and was saved from demolition after which it underwent a $2 million renovation that restored it to its original condition. The Capitol Theare is now an event space.",,Outdoors,"theatre,capitol,renovations,streetcar,renovation,york,seats,theare,eglinton,yonge",-79.39956765,43.71204947
1044,Former Consumers' Gas Showroom,2532 Yonge Street,"This building was constructed in 1931 for the Consumer's Gas Company. Consumer's Gas was founded in Toronto in 1847, and used this location as a retail showroom and demonstration kitchen for gas appliances. The architect was Charles Dolphin who went on to design the Postal Delivery Building (now known as Scotiabank Arena), built from 1939-41. The two buildings have similar features in that they're both Art Deco and the facades are clad in limestone. The front entrance of this building is framed with steel and cast iron, which was considered modern at the time. Charles Dolphin designed many other buildings across the city, including the TTC Headquarters, Bloor-Yonge Subway Station and the Toronto Coach Terminal.",,Indoors,"scotiabank,building,buildings,dolphin,toronto,headquarters,postal,built,subway,constructed",-79.39974404,43.7129259
1045,Forest Hill Fire Hall and Police Station,641 Eglinton Avenue West,"*Note: This is an active fire station. Please do not block the driveway. Forest Hill Fire Hall and Police Station was built in 1932. It was designed by architects G.A. Bachman and A. Wilson. The combined fire hall and police station even included its own jail cell in the basement. The building saw several expansions over the years but, by 1967, the village was surrounded by the ever-growing City of Toronto and eventually Forest Hill Fire Hall and Police Station was taken over and became Toronto Fire Department Station 29 and Toronto Police Division 53.",,Indoors,"toronto,forest,hill,village,building,driveway,city,police,basement,station",-79.41643043,43.70264382
1046,Former Morden Neilson House,99 Old Forest Hill Road,"*Note: Private property. Please observe the house from the sidewalk only. This is the former home of Morden Neilson. Neilson commissioned this house in 1932, and it was built in the Period Revival style.  A few decades earlier, while his father, William, was away working in North Dakota, Morden sold milk door-to-door from the cow they had in the family's backyard. Upon returning to Toronto, William invested in seven cows and some used, hand-cranked ice cream makers. Neilson's Ice Cream was an instant success and the company sold 3,750 gallons in their first summer in 1893. The business soon expanded to making chocolates in order to stay in business over the cold Canadian winters. Morden took over the company upon his father's death in 1915 and William Neilson Ltd. became the largest producer of ice cream in the British Empire and the largest producer of chocolates in Canada. ",,Unknown,"neilson,chocolates,ice,milk,making,1893,producer,makers,business,cream",-79.42093362,43.70022571
1047,Former Arthur D. Marrow House and Forest Hill Village Architecture,276 Forest Hill Road,"*Note: Private property. Please observe the building from the sidewalk only. This two-storey heritage-designated house was the home of Toronto financier Arthur D. Marrow. He commissioned it in 1936 and it was designed by prominent architecture firm, Allward and Gouinlock. This house reflects both the high-end residential projects of Allward and Gouinlock and the standard to which homes built in the Village of Forest Hill were held to. Thanks to a by-law put in place in the early 1930s, any house built in Forest Hill Village had to be designed by architects, and the designs had to be approved by a panel of architectural experts. The house contributes to the historical identity of Forest Hill as an area known for the quality of its architecture. The design of the house is an unspoiled example of the Modern Georgian style, which Allward and Gouinlock were responsible for advancing after the Second World War. The firm is also known for their design of Sunnybrook Hospital.",,Indoors,"hill,forest,storey,village,building,homes,architects,sunnybrook,architecture,residential",-79.4157688,43.70003618
1048,Upper Canada College,200 Lonsdale Road,"*Note: Private property. Please observe the building from the sidewalk only. Established in 1829, Upper Canada College was located at the southwest corner of Adelaide Street West and Simcoe Street. It was founded by the Lieutenant Governor of Upper Canada, Sir John Colborne as a non-denominational feeder school for King's College (later the University of Toronto). The college was a boarding school divided into houses, with each house taught and headed by a classroom teacher. After several expansions both to the building and to their enrollment, the school relocated to its current location in 1890. The Romanesque Revival buildings include two schools. The Preparatory School at the south end covers senior kindergarten to grade seven, and the Upper School offers grade eight to grade twelve. The school continues to operate as a boy's school and only accepts 150 new students each year. Notable alumni include actors, writers, entrepreneurs and musicians, such as Jim Cuddy, Robertson Davies, Brendan Fraser, Sir Henry Pellatt, and Edward (Ted) Rogers.",,Outdoors,"schools,classroom,senior,upper,alumni,students,college,school,preparatory,university",-79.40325222,43.69082822
1049,Bishop Strachan School,298 Lonsdale Road,"*Note: Private property. Please observe the building from the sidewalk only. Bishop Strachan School was founded in 1867 and named after Toronto's first Anglican bishop, John Strachan. The school was founded by Reverend John Langtry who wanted his four daughters to receive an education. This was at a time where girls could only get one at expensive private schools or in convent schools run by the Roman Catholic Church. It has operated as an independent school for girls ever since, and is considered to be the oldest continuously operating independent day and boarding school for girls in Canada. After moving several times, the school moved to this property in 1915. The school was built from Credit Valley limestone in the Collegiate Gothic style, and was designed by the same architects as College Park and the Royal York Hotel. Notable alumni include the first female computer scientist in Canada, Beatrice Helen Worsley, and Canadian women's rights activist Emily Murphy, who became the first woman magistrate in Canada and in the British Empire.",,Outdoors,"strachan,schools,bishop,founded,convent,school,church,toronto,anglican,collegiate",-79.40890004,43.68962284
1050,Forest Hill Apartments,400 - 408 Spadina Road,"*Note: Private property. Please observe the building from the sidewalk only. Development in the Village of Forest Hill was enforced by strict by-laws that controlled the quality and appearance of new homes, including a minimum cost requirement for the construction of new homes. By the early 1930s, the village had become known for its high quality education and active community. This attracted many new residents to Forest Hill, and the construction of apartment buildings was encouraged in order to keep taxes low. The buildings provided a transition to the mostly single-family charm of Spadina Road further to the north. The first apartment buildings in the village were built in the 1920s around this intersection, but this building was not built until 1930. It was designed by architect Herbert George Duerr and is one of the few residential commissions he designed. It features apartments on the upper floors and retail space at street level, adding to the main street commercial area at Spadina and Lonsdale.",,Outdoors,"village,apartments,hill,apartment,buildings,residential,forest,building,sidewalk,street",-79.41265333,43.68828507
1051,"Marlene Hilton Moore 'Flowers at Our Feet, Moon and Stars Above'","320 Tweedsmuir Avenue, The Heathview","The virtual garden screen design of 'Flowers at Our Feet, Moon and Stars Above' is by artist Marlene Hilton Moore. It represents the beauty of a flower garden under a sparkling night sky. The individual screens on Heath Street intermingle designs of beautiful flowers with the birds that visit the gardens.",https://www.artworxto.ca/artwork/flowers-at-our-feet-moon-and-stars-above-public-47,Outdoors,"gardens,flowers,garden,flower,moon,designs,sky,screen,screens,stars",-79.41458008,43.68567635
1052,Former Apartment of Ernest Hemingway,1597 - 1599 Bathurst Street,"*Note: Private property. Please observe the building from the sidewalk only. Nobel Prize winning writer Ernest Hemingway lived in this apartment building for a few months from 1923-24. At the time, he was working for the Toronto Star as a freelance writer. His work as a foreign correspondent with the Star took him to many of the places around the world that he went on to write about in his novels. The Toronto Star had Hemingway based both in Toronto and in Paris where he began his career as a novelist and went on to write 'The Sun Also Rises', 'A Farewell to Arms' and 'For Whom the Bell Tolls'.",,Indoors,"hemingway,novelist,writer,ernest,novels,correspondent,write,nobel,freelance,apartment",-79.42055351,43.68896179
1053,The Gates to Benvenuto,38 Burton Road,"*Note: Private property. Please observe the building from the sidewalk only. These gates (both the gates on the driveway and the smaller pedestrian gate just a little east of here) were originally the gates for the Benvenuto estate. The mansion was built for Simeon Janes, who built his fortune and fame in the 1880s by subdividing the land that later became known as The Annex. He built his mansion on Avenue Road, just at the top of the hill north of Davenport overlooking the growing city. He named his home Benvenuto, which is Italian for 'welcome' because he often hosted large dinner parties and concerts in its conservatory. The house was sold and then fell vacant and unkempt, which resulted in parts of the property being sold. The gates, which had been shipped from Italy, were saved and moved to their current location shortly after the mansion was demolished in 1932.",,Indoors,"davenport,simeon,mansion,benvenuto,conservatory,gates,building,estate,gate,1880s",-79.41932778,43.6925455
1054,Hydro Home,555 Spadina Road,"*Note: Private property. Please observe the building from the sidewalk only. Toronto Hydro and other companies that came before it, have been building shell homes like this one since the Second World War. Inside the home is a residential transformer with breakers and voltage dials. The house was designed as a Georgian Revival mansion in order to blend with the million dollar homes in the area.",,Indoors,"residential,homes,toronto,building,house,mansion,transformer,home,sidewalk,inside",-79.41468503,43.69370207
1055,Drake's Former Home,9 Coulson Avenue,"*Note: Private property. Please observe the building from the sidewalk only. Drake's music career took off with the release of his first studio album in 2010, 'Thank Me Later'. It debuted at number one on the Billboard 200 in the United States and sold over 400,000 copies in its first week. His career quickly took off and three years later he released his third studio album 'Nothing Was the Same'. The first single from that album was 'Started from the Bottom' and was nominated for two Grammys, for Best Rap Performance and Best Rap Song. The music video features important places from when he was growing up, including a Shoppers Drug Mart where he worked and this house, which was his childhood home. Drake went to school just up the street at Forest Hill Collegiate Institute while he lived here.",,Outdoors,"drake,grammys,rap,album,song,billboard,sidewalk,street,copies,house",-79.41127497,43.69061682
1056,Suydam Park,22 Relmar Road,"This small park features a children's playground, mature trees and has numerous commemorative trees and benches. At the west end of the park there is a connection leading into the Cedarvale Ravine. The park was revitalized in 2016 in a partnership between the Forest Hill Village BIA and the City of Toronto. The project saw the creation of a gathering area where the BIA hosts free musical performances. Surrounding this gathering area are forest-like groupings of lamp posts that have been designed to look like the sun trickling through the leaves of the tree-dense park.",https://www.toronto.ca/data/parks/prd/facilities/complex/208/index.html,Outdoors,"park,cedarvale,forest,ravine,trees,bia,tree,playground,benches,village",-79.41343337,43.69022783
