title,address,description,imageLink,tags
Mother’s Dumplings,"421 Spadina Ave,Toronto, ON M5T 2G6","This is Chinatown’s premier restaurant for dumplings, wrapped, fried or steamed. Just like mom used to make, the dumplings here are so good you’ll probably end up with more than you bargained for. On the busy Dundas Street where every other restaurant is a variation of Mother’s Dumplings, it’s hard to believe this place is Chinese, Dumplings",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/MothersDumplings-dumplings-455x200.jpg,"chinatown,dumplings,restaurant,chinese,steamed,dundas,place,street,fried,mother"
MotiMahal Restaurant,"1422 Gerrard St E,Toronto, ON M4L 1Z6","We may no longer have to venture out to Little India to find great Indian food anymore, but MotiMahal Restaurant has been a standing favourite for locals and those willing to make the trek. It is a popular take-out spot that doesn’t have much by way of decor where food is served on plastic trays Butter Chicken, Chicken Wings",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/motimahal-455x200.jpg,"motimahal,restaurant,indian,india,food,locals,trays,chicken,popular,little"
Mr. Jerk,"209 Wellesley St E,Toronto, ON M4X 1G1","Mr. Jerk was one of my first food loves as a young, broke person. This was back when it was located at Yonge and Dundas, surrounded by video game arcades and they still sold single cigarettes for a quarter. Maybe I’m prejudiced by my nostalgia for those heaping portions of rice and beans with oxtail Curry, Jamaican",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Mr.-Jerk-455x200.jpg,"jerk,cigarettes,food,nostalgia,beans,jamaican,mr,curry,rice,arcades"
Mugi,"793 Bathurst St,Toronto, ON M5S 1Z5","Plant-based, wholesome Thai from scratch is the motto at this Bloor and Bathurst spot. Mugi offers 100 per cent plant-based food inspired by traditional Thai cuisine. The menu features a variety of salads, including jackfruit, papaya and mango, as well as a variety of noodle and curry dishes. Request a shot of the house-made chili Curry, Noodles",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/mugi-455x200.jpg,"thai,mugi,cuisine,papaya,salads,mango,dishes,chili,traditional,noodles"
Mustafa Turkish Pizza,"866 Wilson Ave,North York, ON M3K 1E5","Yes, the interior is decorated with a fake rock wall and ceiling. It’s more reminiscent of the classic Star Trek episode “Devil in the Dark” than an actual cave. But the main attraction is the pide (a.k.a. Turkish pizza), crisp-bottomed oval flatbreads presented with a variety of topping combinations: ground beef and onions, lamb and Doner, Kebabs",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/ce61fd2018881b9256fa002816dc470c-455x200.jpg,"cave,interior,flatbreads,pizza,rock,topping,wall,ceiling,decorated,fake"
Myeongdong Gyaza Kalguksu,"7117 Bathurst St,Thornhill, ON L4J 2J6","Calling itself Thornhill’s most authentic Korean restaurant, it’s where people from all walks of life come together to indulge in an immersive Korean dining experience. The restaurant offers a wide variety of traditional Korean dishes, including Bossam, Bulgogi set, Jaeyuk set, Kalguksu (homemade soup with flat wheat noodles in a flavourful beef broth with vegetables), Dumplings, Korean",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/07/Myeongdong-Gyaza-Kalguksu2-455x200.jpg,"korean,jaeyuk,thornhill,kalguksu,restaurant,bulgogi,noodles,bossam,dining,flavourful"
Myth,"522 King St W,Toronto, ON M5V 1L7","Myth restaurant is a dazzling Greek restaurant, from UNIQ Hospitality Group. It takes over the Citizen, a now-closed nightclub that previously occupied the space. The restaurant is a personal project for the family-owned group, according to co-owner Matty Tsoumaris. Myth is a reincarnation of the hospitality group’s erstwhile first restaurant, also dubbed Myth, which opened Fries, Greek",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/IMG_4794-1-455x200.jpg,"restaurant,myth,greek,hospitality,nightclub,fries,dazzling,reincarnation,owner,occupied"
Myungdong Noodle,"8194 Bayview Ave,Thornhill, ON L3T 2S2","For over 40 years, Myung Dong Kal Guk Soo has been a beloved establishment renowned for its authentic Korean noodle soup. With a commitment to quality, they meticulously select the freshest ingredients to create each and every dish. One thing that sets them apart is their world-famous Kimchi, made fresh in-house every day. When you Dumplings, Korean",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/07/Myungdong-Noodle-455x200.jpg,"kimchi,korean,myung,guk,noodle,dong,dumplings,soup,kal,fresh"
Naan & Kabob,"691 Yonge St,Toronto, ON M4Y 2B2","Naan & Kabob is a colourful Middle Eastern restaurant in downtown Toronto that specializes in Afghan cuisine. The founders are a family of immigrants from Afghanistan who followed the spice route, in honour of their ancestral merchants, all the way to Canada. The menu is made up of locally sourced ingredients; the meat is halal Fries, Kebabs",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/naan-and-kabob-spread-455x200.jpg,"kabob,naan,kebabs,cuisine,afghan,afghanistan,restaurant,fries,toronto,meat"
Nadège Patisserie Queen Street,"780 Queen St W,Toronto, ON M6J 2R5","Saturday afternoons are meant for brunch atThe County General, then a stroll through Trinity Bellwoods Park ­­­­ — or at leastpastit to pick up some goodies, whether it’s a coffee stop atWhite Squirrel, a croissant stop (if you’re lucky) atClafoutior over toNadège Patisseriefor fine French pastries and a colourful display of macarons fitting for the hues of fall. Bakery, Birthday Cakes",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/nadege-patisserie-toronto-312x200.jpg,"bakery,brunch,bellwoods,afternoons,cakes,saturday,croissant,county,park,pastries"
Nadège Patisserie Rosedale,"1099 Yonge St,Toronto, ON M4W 2L7","In 2009, Nadège Nourian, a fourth-generation pastry chef from France, boldly set up an eponymous bakery and café in the immediate vicinity of Dufflet and Clafouti on Queen West. Now thriving with four locations and an ice cream shop, Nadège is really taking over the city’s pastry scene. The focus here is less on sit-down Bakery, Birthday Cakes",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/NADEGE-PASTRIES-455x200.jpg,"nourian,bakery,pastry,nadège,clafouti,café,cakes,chef,eponymous,vicinity"
Nana,"785 Queen St W,Toronto, ON M6J 1G1","Monte Wan of beloved Khao San Road is bringing Toronto more of Thai cuisine’s greatest hits with Nana. Taken from the Thai word for “meeting place,” its communal tables and menu of street food–inspired small sharing dishes really hit the idea home. “Nana” can also mean “many,” which is seen through the multitude of influences Curry, Fried Chicken",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/nana-stew-455x200.jpg,"nana,monte,thai,wan,cuisine,khao,dishes,san,road,beloved"
Nana,"785 Queen St W,Toronto, ON M6J 1G1","Monte Wan of popular Thai spot Khao San Road has opened Nana (which means “meeting place” in Thai), featuring dishes inspired by the street food of Thailand. The setting is inspired by the little eating establishments on the streets of Bangkok, where patrons socialize at shared tables on plastic stools. The menu features Thai staples Curry, Fried Chicken",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Nana-455x200.jpg,"bangkok,thai,thailand,monte,wan,khao,dishes,nana,place,san"
Nani’s Gelato,"6 Charles St E,Toronto, ON M4Y 1T2","This adorable gelato shop’s story begins with a rise to fame while operating out of a food truck. Nani’s Gelato was born through a goal of finding good quality artisan gelato that infuses Indian and Asian flavours. In Punjabi, “Nani” means grandmother–a suitable name for sweet desserts that will bring back a nostalgic taste of Asian, Dessert",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/117718123_294617315159184_211570765621854758_n-e1634265992960-455x200.jpg,"gelato,nani,dessert,desserts,grandmother,punjabi,indian,means,flavours,asian"
Napoli Centrale,"964 Bathurst St,Toronto, ON M5R 3G5","Napoli Centrale knows good Italian food. With classic Neapolitan-style cuisine, this southern Italian restaurant takes it cues from the trattorias of Italy and serves only the freshest and best quality fare. With a traditional menu, featuring everything from wood-fired pizzas to homemade pastas, this place feels a lot like nonna’s kitchen. The atmosphere here is Antipasto, Italian",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/NAPOLICENTRALE-LASAGNA-455x200.jpg,"napoli,neapolitan,italian,antipasto,cuisine,restaurant,pastas,italy,centrale,nonna"
National,"444 Front St W.,Toronto, OON M5V 2S9`","At National you can expect delicious food, craft beers in a buzzy space. With communal tables, ample seating, and diverse entertainment options like ping pong and bowling, it’s an ideal spot to relax with friends or host private events. Bar, Burgers",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/10/NTNL1-scaled-1-455x200.webp,"beers,bar,burgers,bowling,food,seating,entertainment,national,communal,buzzy"
Nawab Fusion Express,"1753 Avenue Rd,North York, ON M5M 3Y8","All aboard the Nawab Fusion Express! This joint is an Indian takeout, delivery, catering and dine-in that features both the classics of Indian cuisine and inventive takes on that, and Hakka, culinary style. For instance, get the butter chicken fries as an appetizer before moving on to the traditionally clay pot–cooked saffron chicken tikka. There Curry, Indian",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/nawab-express-butter-chicken-poutine-455x200.jpg,"cuisine,hakka,tikka,curry,culinary,indian,nawab,catering,saffron,cooked"
Nevizade,"1954 Yonge Street, Unit #1,Toronto, ON M4S 1Z4","“We only serve delicious dishes” is the mantra at Nevizade, and all of those dishes are wonderfully Mediterranean. Think hummus, baba ghanoush, lentil soup, and chicken shish. On the grill, there’s an okra vegetarian dish, grilled kofte (a mixture of ground beef and lamb), a lamb sautee and even a burger. But the real star Chicken, Kebabs",,"nevizade,dishes,vegetarian,kebabs,mediterranean,hummus,dish,grill,chicken,beef"
Nino D’Aversa Bakery,"1 Toro Rd,North York, ON M3J 2A4","Nino D’Aversa started out as a bakery but one glance and you’ll know it’s so much more. Apart from its specialty breads and baked goods, you’ll also find a delicious spread of pasta, pizza and gelato at this Italian trattoria. It’s a place where you can enjoy an espresso and a treat or bring the Bakery, Cannoli",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/nino-daversa-455x200.jpg,"cannoli,nino,gelato,aversa,italian,espresso,pasta,pizza,trattoria,bakery"
Nodo,"2885 Dundas St W,Toronto, ON M6P 1Y9","Nodo offers casual Italian with a menu featuring a wide range of classic and regional dishes prepared by traditional standards, alongside new and creative interpretations. The menu focuses primarily on pizza and pasta but also includes appetizers, salads and desserts, all house made from scratch. Nodo also serves beers, wines and cocktails as well as Antipasto, Caesar Salad",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/nodu-455x200.jpg,"nodo,italian,menu,pasta,pizza,dishes,cocktails,wines,salads,appetizers"
Nom Nom Nom Poutine,"707 Dundas St W,Toronto, ON M5T 2W6","Poutine might be a Toronto staple now, but it was only just beginning to make waves back in 2011 when Nom Nom Nom Poutine first opened. Though the name may not mean much in French, this poutinerie does Montreal proud by serving up some of the best poutine in town. Nom Nom Nom Poutine operates Canadian, Poutine",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/64784851_2360542763984801_1056627442834622921_n-e1633713005658-455x200.jpg,"poutine,poutinerie,montreal,toronto,canadian,nom,french,staple,town,operates"
Nōmads Restobar,"100 Lakeshore Rd E,Mississauga, ON L5G 1E3","This TTC-style bar wants every wandering stranger to feel at home in the city. The tile walls finished with “Nōmads Station” decals and a TTC-painted doorway are so perfectly executed that your trip to the bathroom might be a bit discombobulating. Nōmads Restobar is a gathering place for people of all walks of life and Bao, Burritos",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Nomadsrestobar-beatsalad-455x200.jpg,"nōmads,restobar,bao,ttc,burritos,bathroom,doorway,tile,bar,discombobulating"
Nome Izakaya,"4848 Yonge St,North York, ON M2N 5N2","Nome Izakaya is the home of a fresh take on authentic Japanese cuisine. This North York tapas restaurant and lounge specializes in fresh sashimi delicacies. The menu features everything from classic rolls like seared salmon and lobster to grilled beef tongue and fried chicken. Chef’s selections include the monkfish tacos and pan fried chicken gyoza. Asian, Calamari",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/178067804_5673741789310056_7894373676277795452_n-e1633111211296-455x200.jpg,"izakaya,cuisine,sashimi,tapas,restaurant,salmon,tacos,japanese,monkfish,gyoza"
North of Brooklyn Pizza,"650 Queen St W,Toronto, ON M6J 1E4","Pizza, pho and burgers are all such ubiquitous menu staples that it’s hard to justify picking one for a list — especially in a town with plenty of outstanding pizza: Pizzeria Libretto, Queen Margherita Pizza, Maker Pizza. We even have a flawless Neapolitan place down the street from our home, Via Mercanti. And yet, if Pizza, Pizza Delivery",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/0656da453d2cbff597b8f670660d8042-455x200.jpg,"pizzeria,pizza,burgers,menu,margherita,staples,list,libretto,neapolitan,pho"
North of Brooklyn Queen West,"650 Queen St W,Toronto, ON M6J 1E4","While Hogtown has undoubtedly been gripped by pizza madness, gourmet slices to go are something that we haven’t quite mastered yet.North of Brooklynis here to change that. Hidden behind Queen West’sHero Certified Burgers, this tiny pizzeria means that you won’t have to make the haul down to Williamsburg to satiate that craving for thin-crusted goodness. Caesar Salad, Garlic Bread",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/NORTH-OF-BROOKLYN-QUEEN-455x200.jpg,"pizzeria,pizza,hogtown,slices,burgers,gourmet,bread,williamsburg,crusted,salad"
Northern Maverick Brewing Co.,"115 Bathurst St,Toronto, ON M5V 2P9","Northern Maverick, owned by Jason Kaptyn and with Mark Cutrara in the kitchen and Andrew Crowder leading the brewing team, opened its doors at Bathurst and Adelaide in late September. Baguette, Burgers",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/NORTHERN-MAVERICK-455x200.jpg,"maverick,burgers,bathurst,northern,doors,adelaide,brewing,baguette,kitchen,owned"
Nosh & Go,"150 King St W,Toronto, ON M5H 1J9","Nosh & Go: what a concept, what a place. Find this spot, formerly known as Astarté Fresh Yogurt Bar, located underneath the Sunlife Building at the St. Andrew’s subway station. Nosh & Go is a yogurt bar that offers up the perfect breakfast or snack for commuters on the go. The menu is made up Healthy Eats, Ice Cream",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/nosh-go-yogurt-455x200.jpg,"nosh,subway,yogurt,place,st,snack,bar,breakfast,cream,spot"
NU Bügel,"240 Augusta Ave,Toronto, ON M5T 2L7","With its tangerine-coloured sign,Nu Bügelis easy to find among the hodgepodge of Kensington Market businesses. Sitting in the former Kensington Clothing Co. space, the shop is both a takeout joint and a sit-down café, with its Montreal-style bagels already drawing plenty of customers in the first week of business. Bagels, Bakery",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/NU-BUGEL-455x200.jpg,"bügelis,bagels,kensington,café,shop,bakery,businesses,tangerine,space,customers"
Nunu,"1178 Queen St W,Toronto, ON M6J 1J2","For nearly 30 years, Nunu Ketgela has been working as a professional chef, and 10 of those has been at her namesake restaurant. Nunu is Toronto’s hippest location for Ethiopian fusion eats. The restaurant’s menu pulls from north and east African cuisine and approaches to food. The goal is food that is delicious, healthy, honest Ethiopian, Salad",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/nunu-food-spread-455x200.jpg,"ethiopian,cuisine,nunu,ketgela,restaurant,chef,african,food,salad,eats"
O&B Café Grill Yonge & Front,"33 Yonge St,Toronto, ON M5E 1G4","The Oliver & Bonacini empire’s Café Grill is wrapped around the corner of Yonge and Front Streets. The giant outdoor space is fit for a soiree of sorts, with an outdoor bar and seating for about 150 people. The menu here is similar to its other establishments in that it features globally inspired dishes with Butter Chicken, Calamari",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/OBCafeGrillYF-FriedChicken-455x200.jpg,"café,bonacini,grill,dishes,establishments,calamari,bar,oliver,menu,chicken"
Oakwood Hardware,"337 Oakwood Ave,York, ON M6E 2V8","At Oakwood Hardware, food and drink is a labour of love. Chef Anne Sorrenti, winner of Chopped Canada, aims to bring you a restaurant that pays respect to the history of Oakwood village and welcomes its vibrant future, a place that reflects the diversity of her family and the neighbourhood itself. Special attention is paid Burgers, Caesar Salad",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Oakwood-Hardware-455x200.jpg,"oakwood,restaurant,chopped,food,chef,salad,sorrenti,village,burgers,anne"
Odd Burger,"492 College St,Toronto, ON M6G 1A4","Odd Burger is the home of the world’s very first 24-hour vegan fast food drive thru. This company began as a grassroots vegan organization that distributed locally sourced meal kits before turning into a fast food truck. Eventually, Odd Burger opened the fast food drive thru on College Street and began operating a manufacturing centre Burgers, Cookies",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/243158350_1207787893064504_8371769955743951847_n-e1634269160180-455x200.jpg,"burger,burgers,odd,vegan,meal,food,truck,fast,drive,street"
ODDSEOUL,"90 Ossington Ave,Toronto, ON M6J 2Z4","For those who thought Ossington couldn’t get any more exciting, last weekend saw the opening of two new spots: pop-up-turned-restaurantRock Lobster Food Co.and new late-night spotODDSEOUL, the long-awaited second child of brothersLeemoandLeeto Han, who openedSwish by Hanalmost four years ago. Burgers, Chicken Wings",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/ODDSOEUL-455x200.jpg,"brothersleemoandleeto,ossington,lobster,restaurantrock,openedswish,opening,spotoddseoul,hanalmost,burgers,new"
Off the Hook Fishbar,"749 Broadview Ave,Toronto, ON M4K 2P6","Though a product of trial and error, the menu atOff the Hook, the Danforth’s newest fish fry joint, aims to impress the most diehard a-fish-ionados. Prior to its grand opening earlier this month, 22-year-old — and first time restaurant owner —Steven Karataglidisspent days in a test kitchen mixing together what he calls his “all-time favourite flavours.” Fish 'n' Chips, Oysters",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/OFF-THE-HOOK-455x200.jpg,"fish,restaurant,danforth,karataglidisspent,fry,hook,chips,oysters,flavours,kitchen"
Old Firehall Confectionery,,"One of Unionville’s most iconic landmarks also happens to be a candy store. In the early 1800s Old Firehall took its place in the heart of Unionville and was turned into the Old Firehall Confectionery where it remains the franchise’s flagship store. A staple within the community, customers keep coming back for Old Firehall’s wide Dessert, Food Item",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/old-firehouse-chocolates-455x200.jpg,"firehall,unionville,candy,confectionery,franchise,store,old,landmarks,1800s,place"
Old School,"800 Dundas Street W,Toronto, ON M6J 1V1","If you’re looking for a spot with laid-back vibes and solid comfort food, look no further than the West End’s Old School. Go back in time to the simpler times of the mid-twentieth century, with dishes named after iconic pop culture references like Blueberry Hill, the Notorious B.I.G Burger, Eazy-E breakfast and more. Tucked away Breakfast Sandwiches, Burgers",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/11/Snapinsta.app_404287601_361569493121626_7378043782509399979_n_1080-455x200.webp,"burgers,sandwiches,burger,breakfast,west,dishes,blueberry,food,hill,century"
Olde Yorke Fish and Chips,,"Olde Yorke Fish and Chips has been serving its namesake’s classic British pub food to Torontonians for over 20 years. Step inside and instantly be transported to an old(e) school British pub complete with a traditional island bar full of domestic beer options, dark wood finishings and red vinyl booths. Long lines are a staple Fish 'n' Chips, Food Item",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/oldeyorke-455x200.jpg,"yorke,olde,chips,fish,pub,food,torontonians,bar,beer,old"
Olliffe,"1097A Yonge St,Toronto, ON M4W 2L7","After 35 years in the butcher biz,Olliffeknows what it’s doing. OwnersSamandBen Gundyoversee Summerhill’s purveyor of top-notch meats, while head butcherErica Jamieson— recently the subject of aMaclean’s piece— helps run the team of butchers. A complete reno three years ago freed up more space for the wide selection of meat, which includes Ontario elk, Quebecois Cornish hen and Australia Wagyu beef. Butcher Shop, Grocery Store",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/olliffe-455x200.jpg,"butcher,butchers,butchererica,beef,gundyoversee,meat,meats,elk,olliffeknows,ownerssamandben"
Omai,"3 Baldwin St,Toronto, ON M5T 1L1","Omai is a new Japanese temaki and sake bar on Baldwin Street from Edward Bang and Jason Ching. Caviar, Fried Chicken",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/OMAI-455x200.jpg,"omai,temaki,japanese,sake,chicken,caviar,ching,bar,fried,edward"
Omni Palace,"4841 Yonge St,North York, ON M2N 5X2","Omni Palace has landed in Canada, with its first location outside of China just five minutes from Fairview Mall in North York. The restaurant chain is known for its large hand-pulled noodles and the new space has 83 seats nestled in an emerging business and restaurant hub just south of Victoria Park and Sheppard Avenue. Chicken Wings, Chinese",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/FirstLookOmni-_0005_DSC00461-455x200.jpg,"palace,omni,canada,restaurant,mall,location,china,park,avenue,seats"
On Third Thought,"6 Markham St,Toronto, ON M6J 1E4","Is there a better way to spend your summer afternoon than eating gelato? Maybe eating alcohol-infused gelato while sipping on wine? That’s what On Third Thought is here for. This gelato and wine bar prides itself on being allergen-conscious and vegan-friendly. That means it leaves out all the stuff you don’t want and adds in Coffee, Gelato",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/238830772_368770067957405_3684216776257049400_n-e1634271091128-455x200.jpg,"gelato,wine,alcohol,sipping,summer,vegan,eating,bar,afternoon,coffee"
One Night Only Pizza,"581 Pape Ave,Toronto, ON M4K 3R5","One Night Only Pizza will have you feeling nostalgic for your childhood pizza parties. Inspired by his mother’s homemade pizzas, Luke Pollard perfected a recipe to share with a group of friends every Friday night. When the COVID-19 pandemic prevented him from hosting the parties, Pollard started giving out the pies from his back porch Canadian, Chicken Wings",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/ono-455x200.jpg,"pizza,pizzas,pollard,night,pies,luke,chicken,friday,wings,recipe"
ONE Restaurant,"116 Yorkville Ave,Toronto, ON M5R 1C2","In Yorkville’s swanky Hazelton Hotel sits celebrity chef Mark McEwan’s ONE Restaurant. Serving contemporary Canadian cuisine, executive chef Darby Piquette is making himself known amongst Torontonians after attending the George Brown chef school and spending years working under his mentor chef Mark McEwan. With his love of travel and affinity for cooking, Piquette is proving Bagels, Burgers",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/ONERESTAURANT-455x200.jpg,"piquette,chef,mcewan,restaurant,cooking,cuisine,hotel,torontonians,bagels,celebrity"
Oretta,"633 King St W,Toronto, ON M5V 1M5","After months of waiting and many teaser photos on Instagram, Oretta has finally opened its doors at 633 King St. W. The power trio behind the restaurant includes Food Network celebrity chef David Rocco, restaurateur Salvatore Mele (who also owns Capocaccia Trattoria in Summerhill) and executive chef Christian Fontolan. Caesar Salad, Fries",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/ORETTA-455x200.jpg,"oretta,restaurateur,restaurant,chef,capocaccia,rocco,salvatore,owns,king,doors"
Oretta Midtown,"2131 Yonge St,Toronto, ON M4S 2A7","Oretta opened the doors to its second location on February 3, serving up classic Italian fare and modern day classics in the bustling Yonge and Eglinton area. Oretta Midtown offers a menu of pretty, IG-worthy cocktails and some of the dishes you know and love from Oretta’s King West location, with a few additional menu Brunch, Calamari",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/oretta-midtown-3-455x200.png,"oretta,midtown,calamari,cocktails,location,menu,doors,dishes,area,west"
Osteria Giulia,"134 Avenue Rd,Toronto, ON M5R 2H6","At Osteria Giulia, a luxurious little dinner spot with a focus on northern Italian cuisine, chef Rob Rossi (L’Unità, Giulietta) puts forth a menu of dishes made from seasonal ingredients. The 66-seat interior yields a contemporarily rustic vibe with honeyed tones,limestone and wood-panelled walls and folded ceilings. Among the house specials is the focaccia di Calamari, Gelato",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/giulia-by-rick-obrien-455x200.jpg,"giulietta,giulia,calamari,focaccia,gelato,osteria,italian,rossi,dishes,cuisine"
Osteria Rialto,"1006a Bloor St W,Toronto, ON M6H 1M2","Osteria Rialto is the flagship restaurant in the historical Paradise building which also houses Bar Biltmore and Paradise Theatre. The restaurant, spearheaded by executive chef Basilio Pesce and bar director Robin Goodfellow (Bar Raval and PrettyUgly), takes its inspiration from non-regional Italian cuisine, using ingredients found in Ontario. This means Rialto is dedicated to Italian Antipasto, Cocktail Bar",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/RIALTO-COVER-455x200.jpg,"rialto,osteria,restaurant,paradise,biltmore,bar,cocktail,cuisine,basilio,antipasto"
Oswald’s Pizza,"111 Richmond Street W,Toronto, Ontario M5H 2G4"," Caesar Salad, Cookies",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/06/Snapinsta.app_355566978_792630005912985_1962331186728180241_n_1080-455x200.jpg,"salad,caesar,cookies"
Oswald’s Pizza,"111 Richmond Street W,Toronto, ON M5H 2G4","Available for takeout only, Oswald’s Pizza offers deep-dish, Detroit-style pizza inside Chef’s Hall. The flavours are wonderfully unique and given fun names, from the Truffle Shuffle to the Butter Baddie to the Mac Daddy. But traditional pepperoni and cheese options are also both available. The creations, which begin in size as small pies, are available Cookies, Pizza",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/11/Snapinsta.app_403698438_6616921435072674_6339285775979012213_n_1080-455x200.webp,"oswald,pizza,pepperoni,chef,flavours,dish,pies,cheese,takeout,hall"
Otherside Pizza,"1911 Queen St E,Toronto, ON M4L 1H3"," Garlic Bread, Pizza",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/Otherside-Pizza-455x200.png,"garlic,pizza,bread"
Owl of Minerva,"5324 Yonge Street,North York, ON M2N 5P9","It wasn’t so long ago that if you were looking for some late night eats in Toronto, you’d be hard pressed to find something nutritious, delicious and cheap. Up in Koreatown at Bloor and Christie, the quick, convenient and always reliableOwl of Minervahas been a great 24-hour destination for years. Korean, Korean BBQ",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/owlofminerva-455x200.jpg,"minervahas,toronto,bbq,koreatown,nutritious,delicious,eats,night,cheap,korean"
Oxtail Pho & Banh Mi,"814 Dundas St W,Toronto, ON M6J 1V3","Don’t shy away from Oxtail Pho & Banh Mi’s bright yellow exterior; let it welcome you in. The cheery shade is owner Linda Tran’s favourite, and the different shaped, mounted cutting boards that display the menu add to the generally upbeat ambience. Although serving up primarily Vietnamese fare, a number of Oxtail’s dishes are influenced Banh Mi, Chicken Wings",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/oxtail-rolls-455x200.jpg,"oxtail,pho,banh,shade,cheery,mi,vietnamese,bright,yellow,upbeat"
Oyster Boy,"872 Queen St W,Toronto, ON M6J 1G3","“Mollusks for the masses” is the motto at this Queen West seafood restaurant. Oysters arrive regularly from both the east and west coasts, and are served raw or cooked as part of a menu that changes daily. Besides oysters, Oyster Boy also offers other shellfish as well as a selection of salads, steak frites, desserts Caviar, Ceviche",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/oyster-boy-455x200.jpg,"oysters,oyster,mollusks,seafood,shellfish,salads,restaurant,coasts,steak,masses"
Oyster Mine,"2035 Yonge St,Toronto, ON M4S 2A2","Seafood lovers look no further. Oyster Mine is the spot for all things oysters, lobsters and shrimp. This upscale restaurant creates an elegant dining experience with a live seafood bar surrounded by private booths. You may as well bring your friends and enjoy the petite or grand seafood platter, consisting of oysters, shrimp, mussels, seared Calamari, Chicken Wings",https://d2l4kn3pfhqw69.cloudfront.net/wp-content/uploads/2023/05/oystermine-455x200.jpg,"oysters,oyster,seafood,shrimp,lobsters,restaurant,dining,mussels,platter,bar"
